阿Ｑ/null/null/a1,Ｑ/null/null/
监理/null/null/jian1,li3/null/null/
监票/null/null/jian1,piao4/null/null/
监事/null/null/jian1,shi4/null/null/
监视/null/null/jian1,shi4/null/null/
监守/null/null/jian1,shou3/null/null/
监听/null/null/jian1,ting1/null/null/
监押/null/null/jian1,ya1/null/null/
监狱/null/null/jian1,yu4/null/null/
监造/null/null/jian1,zao4/null/null/
监院/null/null/jian1,yuan4/null/null/
湔洗/null/null/jian1,xi3/null/null/
犍牛/null/null/jian1,niu2/null/null/
监制/null/null/jian1,zhi4/null/null/
犍为/null/null/qian2,wei2/null/null/
煎熬/null/null/jian1,ao2/null/null/
拣择/null/null/jian3,ze2/null/null/
俭省/null/null/jian3,sheng3/null/null/
俭朴/null/null/jian3,pu3/null/null/
柬帖/null/null/jian3,tie3/null/null/
俭约/null/null/jian3,yue1/null/null/
捡拾/null/null/jian3,shi2/null/null/
减价/null/null/jian3,jia4/null/null/
减省/null/null/jian3,sheng3/null/null/
剪发/null/null/jian3,fa4/null/null/
剪枝/null/null/jian3,zhi1/null/null/
简称/null/null/jian3,cheng1/null/null/
简便/null/null/jian3,bian4/null/null/
简单/null/null/jian3,dan1/null/null/
简化/null/null/jian3,hua4/null/null/
简括/null/null/jian3,kuo4/null/null/
简朴/null/null/jian3,piao2/null/null/
简任/null/null/jian3,ren4/null/null/
简省/null/null/jian3,sheng3/null/null/
简缩/null/null/jian3,suo1/null/null/
简帖/null/null/jian3,tie1/null/null/
简要/null/null/jian3,yao4/null/null/
简约/null/null/jian3,yue1/null/null/
碱地/null/null/jian3,di4/null/null/
见爱/null/null/jian4,ai4/null/null/
见报/null/null/jian4,bao4/null/null/
见背/null/null/jian4,bei4/null/null/
见称/null/null/jian4,cheng1/null/null/
见长/null/null/jian4,zhang3/null/null/
见到/null/null/jian4,dao4/null/null/
见得/null/null/jian4,de/null/null/
见地/null/null/jian4,di4/null/null/
见方/null/null/jian4,fang1/null/null/
见告/null/null/jian4,gao4/null/null/
见怪/null/null/jian4,guai4/null/null/
见好/null/null/jian4,hao3/null/null/
见鬼/null/null/jian4,gui3/null/null/
见机/null/null/jian4,ji1/null/null/
见教/null/null/jian4,jiao4/null/null/
见解/null/null/jian4,jie3/null/null/
见老/null/null/jian4,lao3/null/null/
见礼/null/null/jian4,li3/null/null/
见谅/null/null/jian4,liang4/null/null/
见面/null/null/jian4,mian4/null/null/
见识/null/null/jian4,shi2/null/null/
见天/null/null/jian4,tian1/null/null/
见外/null/null/jian4,wai4/null/null/
见闻/null/null/jian4,wen2/null/null/
见效/null/null/jian4,xiao4/null/null/
见习/null/null/jian4,xi2/null/null/
见笑/null/null/jian4,xiao4/null/null/
见新/null/null/jian4,xin1/null/null/
见于/null/null/jian4,yu2/null/null/
见证/null/null/jian4,zheng4/null/null/
见罪/null/null/jian4,zui4/null/null/
件数/null/null/jian4,shu4/null/null/
件头/null/null/jian4,tou2/null/null/
建都/null/null/jian4,du1/null/null/
建中/null/null/jian4,zhong1/null/null/
建筑/null/null/jian4,zhu4/null/null/
饯别/null/null/jian4,bie2/null/null/
饯行/null/null/jian4,xing2/null/null/
剑术/null/null/jian4,shu4/null/null/
贱价/null/null/jian4,jia4/null/null/
贱内/null/null/jian4,nei4/null/null/
健将/null/null/jian4,jiang4/null/null/
舰炮/null/null/jian4,pao4/null/null/
舰只/null/null/jian4,zhi1/null/null/
溅射/null/null/jian4,she4/null/null/
溅落/null/null/jian4,luo4/null/null/
溅湿/null/null/jian4,shi1/null/null/
溅污/null/null/jian4,wu1/null/null/
溅水/null/null/jian4,shui3/null/null/
践行/null/null/jian4,xing2/null/null/
腱鞘/null/null/jian4,qiao4/null/null/
践约/null/null/jian4,yue1/null/null/
鉴别/null/null/jian4,bie2/null/null/
箭垛/null/null/jian4,duo3/null/null/
鉴识/null/null/jian4,shi2/null/null/
箭头/null/null/jian4,tou2/null/null/
江北/null/null/jiang1,bei3/null/null/
江都/null/null/jiang1,du1/null/null/
江南/null/null/jiang1,nan2/null/null/
江苏/null/null/jiang1,su1/null/null/
江宁/null/null/jiang1,ning2/null/null/
将才/null/null/jiang1,cai2/null/null/
将次/null/null/jiang1,ci4/null/null/
将官/null/null/jiang4,guan1/null/null/
将将/null/null/qiang1,qiang1/null/null/
将近/null/null/jiang1,jin4/null/null/
将就/null/null/jiang1,jiu4/null/null/
将军/null/null/jiang1,jun1/null/null/
将来/null/null/jiang1,lai2/null/null/
将令/null/null/jiang4,ling4/null/null/
将领/null/null/jiang4,ling3/null/null/
将门/null/null/jiang4,men2/null/null/
将士/null/null/jiang4,shi4/null/null/
将帅/null/null/jiang4,shuai4/null/null/
将息/null/null/jiang1,xi1/null/null/
将尉/null/null/jiang4,wei4/null/null/
将校/null/null/jiang4,xiao4/null/null/
将养/null/null/jiang1,yang3/null/null/
将要/null/null/jiang1,yao4/null/null/
浆果/null/null/jiang1,guo3/null/null/
浆糊/null/null/jiang1,hu2/null/null/
浆洗/null/null/jiang1,xi3/null/null/
浆汁/null/null/jiang1,zhi1/null/null/
浆液/null/null/jiang1,ye4/null/null/
僵化/null/null/jiang1,hua4/null/null/
疆场/null/null/jiang1,chang3/null/null/
疆界/null/null/jiang1,jie4/null/null/
疆土/null/null/jiang1,tu3/null/null/
疆域/null/null/jiang1,yu4/null/null/
讲好/null/null/jiang3,hao3/null/null/
讲价/null/null/jiang3,jia4/null/null/
讲和/null/null/jiang3,he2/null/null/
讲解/null/null/jiang3,jie3/null/null/
讲台/null/null/jiang3,tai2/null/null/
奖券/null/null/jiang3,quan4/null/null/
奖掖/null/null/jiang3,ye4/null/null/
桨叶/null/null/jiang3,ye4/null/null/
降表/null/null/jiang4,biao3/null/null/
降等/null/null/jiang4,deng3/null/null/
降低/null/null/jiang4,di1/null/null/
降调/null/null/jiang4,diao4/null/null/
降伏/null/null/xiang2,fu2/null/null/
降格/null/null/jiang4,ge2/null/null/
降服/null/null/jiang4,fu2/null/null/
降价/null/null/jiang4,jia4/null/null/
降火/null/null/jiang4,huo3/null/null/
降级/null/null/jiang4,ji2/null/null/
降临/null/null/jiang4,lin2/null/null/
降解/null/null/jiang4,jie3/null/null/
降落/null/null/jiang4,luo4/null/null/
降旗/null/null/jiang4,qi2/null/null/
降气/null/null/jiang4,qi4/null/null/
降生/null/null/jiang4,sheng1/null/null/
降世/null/null/jiang4,shi4/null/null/
降顺/null/null/jiang4,shun4/null/null/
降水/null/null/jiang4,shui3/null/null/
降温/null/null/jiang4,wen1/null/null/
降下/null/null/jiang4,xia4/null/null/
降香/null/null/jiang4,xiang1/null/null/
降雪/null/null/jiang4,xue3/null/null/
降压/null/null/jiang4,ya1/null/null/
降雨/null/null/jiang4,yu3/null/null/
降职/null/null/jiang4,zhi2/null/null/
犟劲/null/null/jiang4,jin4/null/null/
糨糊/null/null/jiang4,hu4/null/null/
交臂/null/null/jiao1,bi4/null/null/
交并/null/null/jiao1,bing4/null/null/
交叉/null/null/jiao1,cha1/null/null/
交差/null/null/jiao1,chai1/null/null/
交底/null/null/jiao1,di3/null/null/
交待/null/null/jiao1,dai4/null/null/
交恶/null/null/jiao1,wu4/null/null/
交给/null/null/jiao1,gei3/null/null/
交好/null/null/jiao1,hao3/null/null/
交合/null/null/jiao1,he2/null/null/
交还/null/null/jiao1,huan2/null/null/
交会/null/null/jiao1,hui4/null/null/
交角/null/null/jiao1,jiao3/null/null/
交迫/null/null/jiao1,po4/null/null/
交卷/null/null/jiao1,juan4/null/null/
交结/null/null/jiao1,jie2/null/null/
交尾/null/null/jiao1,wei3/null/null/
交相/null/null/jiao1,xiang1/null/null/
交椅/null/null/jiao1,yi3/null/null/
交织/null/null/jiao1,zhi1/null/null/
郊县/null/null/jiao1,xian4/null/null/
郊区/null/null/jiao1,qu1/null/null/
姣好/null/null/jiao1,hao3/null/null/
姣丽/null/null/jiao1,li4/null/null/
姣美/null/null/jiao1,mei3/null/null/
娇妻/null/null/jiao1,qi1/null/null/
娇好/null/null/jiao1,hao3/null/null/
娇娆/null/null/jiao1,rao2/null/null/
娇纵/null/null/jiao1,zong4/null/null/
浇薄/null/null/jiao1,bo2/null/null/
浇洒/null/null/jiao1,sa3/null/null/
骄横/null/null/jiao1,heng4/null/null/
浇头/null/null/jiao1,tou55/null/null/
骄矜/null/null/jiao1,jin1/null/null/
骄纵/null/null/jiao1,zong4/null/null/
胶合/null/null/jiao1,he2/null/null/
胶结/null/null/jiao1,jie2/null/null/
胶卷/null/null/jiao1,juan3/null/null/
胶囊/null/null/jiao1,nang2/null/null/
胶泥/null/null/jiao1,ni2/null/null/
胶片/null/null/jiao1,pian4/null/null/
胶体/null/null/jiao1,ti3/null/null/
胶着/null/null/jiao1,zhe/null/null/
焦干/null/null/jiao1,gan1/null/null/
焦糊/null/null/jiao1,hu2/null/null/
焦化/null/null/jiao1,hua4/null/null/
焦思/null/null/jiao1,si1/null/null/
礁石/null/null/jiao1,shi2/null/null/
角尺/null/null/jiao3,chi3/null/null/
角斗/null/null/jue2,dou4/null/null/
角度/null/null/jiao3,du4/null/null/
角钢/null/null/jiao3,gang1/null/null/
角化/null/null/jiao3,hua4/null/null/
角力/null/null/jue2,li4/null/null/
角落/null/null/jiao3,luo4/null/null/
角楼/null/null/jiao3,lou2/null/null/
角膜/null/null/jiao3,mo2/null/null/
角门/null/null/jiao3,men2/null/null/
角票/null/null/jiao3,piao4/null/null/
角球/null/null/jiao3,qiu2/null/null/
角色/null/null/jue2,se4/null/null/
角铁/null/null/jiao3,tie3/null/null/
角质/null/null/jiao3,zhi4/null/null/
角逐/null/null/jue2,zhu2/null/null/
角子/null/null/jiao3,zi3/null/null/
绞车/null/null/jiao3,che1/null/null/
侥幸/null/null/jiao3,xing4/null/null/
搅拌/null/null/jiao3,ban4/null/null/
搅和/null/null/jiao3,huo/null/null/
搅混/null/null/jiao3,gun3/null/null/
湫隘/null/null/jiao3,ai4/null/null/
剿除/null/null/jiao3,chu2/null/null/
剿匪/null/null/jiao3,fei3/null/null/
剿灭/null/null/jiao3,mie4/null/null/
剿袭/null/null/chao1,xi2/null/null/
剿杀/null/null/jiao3,sha1/null/null/
徼幸/null/null/jiao3,xing4/null/null/
缴付/null/null/jiao3,fu4/null/null/
缴获/null/null/jiao3,huo4/null/null/
缴纳/null/null/jiao3,na4/null/null/
缴枪/null/null/jiao3,qiang1/null/null/
缴销/null/null/jiao3,xiao1/null/null/
缴税/null/null/jiao3,shui4/null/null/
缴械/null/null/jiao3,xie4/null/null/
叫好/null/null/jiao4,hao3/null/null/
叫化/null/null/jiao4,hua4/null/null/
叫号/null/null/jiao4,hao4/null/null/
叫价/null/null/jiao4,jia4/null/null/
叫劲/null/null/jiao4,jin4/null/null/
叫嚷/null/null/jiao4,rang3/null/null/
轿车/null/null/jiao4,che1/null/null/
轿夫/null/null/jiao4,fu1/null/null/
较场/null/null/jiao4,chang3/null/null/
较差/null/null/jiao4,cha4/null/null/
较大/null/null/jiao4,da4/null/null/
较好/null/null/jiao4,hao3/null/null/
较劲/null/null/jiao4,jin4/null/null/
较量/null/null/jiao4,liang4/null/null/
较为/null/null/jiao4,wei2/null/null/
较著/null/null/jiao4,zhu4/null/null/
教法/null/null/jiao4,fa3/null/null/
教理/null/null/jiao4,li3/null/null/
教民/null/null/jiao4,min2/null/null/
教旨/null/null/jiao4,zhi3/null/null/
窖藏/null/null/jiao4,cang2/null/null/
阶地/null/null/jie1,di4/null/null/
揭穿/null/null/jie1,chuan1/null/null/
揭榜/null/null/jie1,bang3/null/null/
揭底/null/null/jie1,di3/null/null/
揭短/null/null/jie1,duan3/null/null/
揭发/null/null/jie1,fa1/null/null/
揭锅/null/null/jie1,guo1/null/null/
揭揭/null/null/jie1,jie1/null/null/
揭开/null/null/jie1,kai1/null/null/
揭露/null/null/jie1,lu4/null/null/
揭幕/null/null/jie1,mu4/null/null/
揭批/null/null/jie1,pi1/null/null/
揭破/null/null/jie1,po4/null/null/
揭帖/null/null/jie1,tie3/null/null/
揭示/null/null/jie1,shi4/null/null/
揭晓/null/null/jie1,xiao3/null/null/
揭阳/null/null/jie1,yang2/null/null/
揭橥/null/null/jie1,zhu1/null/null/
街坊/null/null/jie1,fang1/null/null/
街区/null/null/jie1,qu1/null/null/
街景/null/null/jie1,jing3/null/null/
街上/null/null/jie1,shang4/null/null/
街头/null/null/jie1,tou2/null/null/
街巷/null/null/jie1,xiang4/null/null/
节哀/null/null/jie2,ai1/null/null/
节本/null/null/jie2,ben3/null/null/
节操/null/null/jie2,cao1/null/null/
节度/null/null/jie2,du4/null/null/
节妇/null/null/jie2,fu4/null/null/
节假/null/null/jie2,jia3/null/null/
节间/null/null/jie2,jian1/null/null/
节俭/null/null/jie2,jian3/null/null/
节减/null/null/jie2,jian3/null/null/
节节/null/null/jie2,jie2/null/null/
节理/null/null/jie2,li3/null/null/
节礼/null/null/jie2,li3/null/null/
节流/null/null/jie2,iu2/null/null/
节烈/null/null/jie2,lie4/null/null/
节令/null/null/jie2,ling4/null/null/
节录/null/null/jie2,lu4/null/null/
节律/null/null/jie2,lv4/null/null/
节略/null/null/jie2,lüe4/null/null/
节能/null/null/jie2,neng2/null/null/
节目/null/null/jie2,mu4/null/null/
节拍/null/null/jie2,pai1/null/null/
节片/null/null/jie2,pian4/null/null/
节庆/null/null/jie2,qing4/null/null/
节气/null/null/jie2,qi4/null/null/
节日/null/null/jie2,ri4/null/null/
节省/null/null/jie2,sheng3/null/null/
节食/null/null/jie2,shi2/null/null/
节水/null/null/jie2,shui3/null/null/
节下/null/null/jie2,xia4/null/null/
节选/null/null/jie2,xuan3/null/null/
节用/null/null/jie2,yong4/null/null/
节油/null/null/jie2,you2/null/null/
节余/null/null/jie2,yu2/null/null/
节育/null/null/jie2,yu4/null/null/
节欲/null/null/jie2,yu4/null/null/
节约/null/null/jie2,yue1/null/null/
节支/null/null/jie2,zhi1/null/null/
节制/null/null/jie2,zhi4/null/null/
节子/null/null/jie1,zi3/null/null/
节奏/null/null/jie2,zou4/null/null/
劫难/null/null/jie2,nan4/null/null/
劫数/null/null/jie2,shu4/null/null/
诘难/null/null/jie2,nan2/null/null/
诘问/null/null/jie2,wen4/null/null/
诘责/null/null/jie2,ze2/null/null/
拮抗/null/null/jie2,kang4/null/null/
拮据/null/null/jie2,ju1/null/null/
洁净/null/null/jie2,jing4/null/null/
结案/null/null/jie2,an4/null/null/
结巴/null/null/jie1,ba1/null/null/
结疤/null/null/jie2,ba1/null/null/
结拜/null/null/jie2,bai4/null/null/
结伴/null/null/jie2,ban4/null/null/
结冰/null/null/jie2,bing1/null/null/
结彩/null/null/jie2,cai3/null/null/
结肠/null/null/jie2,chang2/null/null/
结仇/null/null/jie2,chou2/null/null/
结成/null/null/jie2,cheng2/null/null/
结存/null/null/jie2,cun2/null/null/
结点/null/null/jie2,dian3/null/null/
结队/null/null/jie2,dui4/null/null/
结发/null/null/jie2,fa4/null/null/
结构/null/null/jie2,gou4/null/null/
结合/null/null/jie2,he2/null/null/
结果/null/null/jie2,guo3/null/null/
结核/null/null/jie2,he2/null/null/
结喉/null/null/jie2,hou2/null/null/
结婚/null/null/jie2,hun1/null/null/
结汇/null/null/jie2,hui4/null/null/
结伙/null/null/jie2,huo3/null/null/
结集/null/null/jie2,ji2/null/null/
结痂/null/null/jie2,jia1/null/null/
结交/null/null/jie2,jiao1/null/null/
结节/null/null/jie2,jie2/null/null/
结晶/null/null/jie2,jing1/null/null/
结局/null/null/jie2,ju2/null/null/
结庐/null/null/jie2,lu2/null/null/
结论/null/null/jie2,lun4/null/null/
结盟/null/null/jie2,meng2/null/null/
结膜/null/null/jie2,mo2/null/null/
结幕/null/null/jie2,mu4/null/null/
结清/null/null/jie2,qing1/null/null/
结亲/null/null/jie2,qin1/null/null/
结舌/null/null/jie2,she2/null/null/
结石/null/null/jie2,shi2/null/null/
结社/null/null/jie2,she4/null/null/
结识/null/null/jie2,shi2/null/null/
结实/null/null/jie1,shi/null/null/
结束/null/null/jie2,shu4/null/null/
结算/null/null/jie2,suan4/null/null/
结网/null/null/jie2,wang3/null/null/
结尾/null/null/jie2,wei3/null/null/
结义/null/null/jie2,yi4/null/null/
结业/null/null/jie2,ye4/null/null/
结余/null/null/jie2,yu2/null/null/
结语/null/null/jie2,yu3/null/null/
结缘/null/null/jie2,yuan2/null/null/
结怨/null/null/jie2,yuan4/null/null/
结扎/null/null/jie2,za1/null/null/
结帐/null/null/jie2,zhang4/null/null/
结账/null/null/jie2,zhang4/null/null/
结子/null/null/jie2,zi3/null/null/
颉颃/null/null/xie2,hang2/null/null/
碣石/null/null/jie2,shi2/null/null/
竭尽/null/null/jie2,jin4/null/null/
羯羊/null/null/jie2,yang2/null/null/
她们/null/null/ta1,men5/null/null/
姐夫/null/null/jie3,fu1/null/null/
解表/null/null/jie3,biao3/null/null/
解差/null/null/jie4,chai1/null/null/
解馋/null/null/jie3,chan2/null/null/
解嘲/null/null/jie3,chao2/null/null/
解愁/null/null/jie3,chou2/null/null/
解除/null/null/jie3,chu2/null/null/
解答/null/null/jie3,da2/null/null/
解调/null/null/jie3,tiao2/null/null/
解冻/null/null/jie3,dong4/null/null/
解毒/null/null/jie3,du2/null/null/
解饿/null/null/jie3,e4/null/null/
解乏/null/null/jie3,fa2/null/null/
解法/null/null/xie4,fa3/null/null/
解放/null/null/jie3,fang4/null/null/
解构/null/null/jie3,gou4/null/null/
解雇/null/null/jie3,gu4/null/null/
解恨/null/null/jie3,hen4/null/null/
解惑/null/null/jie3,huo4/null/null/
解甲/null/null/jie3,jia3/null/null/
解解/null/null/jie3,jie3/null/null/
解禁/null/null/jie3,jin4/null/null/
解酒/null/null/jie3,jiu3/null/null/
解救/null/null/jie3,jiu4/null/null/
解开/null/null/jie3,kai1/null/null/
解决/null/null/jie3,jue2/null/null/
解渴/null/null/jie3,ke3/null/null/
解款/null/null/jie4,kuan3/null/null/
解困/null/null/jie3,kun4/null/null/
解缆/null/null/jie3,lan3/null/null/
解离/null/null/jie3,li2/null/null/
解码/null/null/jie3,ma3/null/null/
解闷/null/null/jie3,men4/null/null/
解梦/null/null/jie3,meng4/null/null/
解谜/null/null/jie3,mi2/null/null/
解密/null/null/jie3,mi4/null/null/
解难/null/null/jie3,nan2/null/null/
解囊/null/null/jie3,nang2/null/null/
解聘/null/null/jie3,pin4/null/null/
解剖/null/null/jie3,pou1/null/null/
解气/null/null/jie3,qi4/null/null/
解热/null/null/jie3,re4/null/null/
解劝/null/null/jie3,quan4/null/null/
解任/null/null/jie3,ren4/null/null/
解散/null/null/jie3,san4/null/null/
解事/null/null/jie3,shi4/null/null/
解手/null/null/jie3,shou3/null/null/
解释/null/null/jie3,shi4/null/null/
解暑/null/null/jie3,shu3/null/null/
解数/null/null/xie4,shu4/null/null/
解说/null/null/jie3,shuo1/null/null/
解送/null/null/jie4,song4/null/null/
解题/null/null/jie3,ti2/null/null/
解脱/null/null/jie3,tuo1/null/null/
解体/null/null/jie3,ti3/null/null/
解危/null/null/jie3,wei1/null/null/
解悟/null/null/jie3,wu4/null/null/
解围/null/null/jie3,wei2/null/null/
解吸/null/null/jie3,xi1/null/null/
解析/null/null/jie3,xi1/null/null/
解下/null/null/jie3,xia4/null/null/
解严/null/null/jie3,yan2/null/null/
解药/null/null/jie3,yao4/null/null/
解颐/null/null/jie3,yi2/null/null/
解疑/null/null/jie3,yi2/null/null/
解忧/null/null/jie3,you1/null/null/
解郁/null/null/jie3,yu4/null/null/
解约/null/null/jie3,yue1/null/null/
解元/null/null/jie4,yuan2/null/null/
