阿Ｑ/null/null/a1,Ｑ
大军/null/null/da4,jun1
大卡/null/null/da4,ka3
大君/null/null/da4,jun1
大楷/null/null/da4,kai3
大考/null/null/da4,kao3
大课/null/null/da4,ke4
大口/null/null/da4,kou3
大块/null/null/da4,kuai4
大款/null/null/da4,kuan3
大老/null/null/da4,lao3
大牢/null/null/da4,lao2
大浪/null/null/da4,lang4
大礼/null/null/da4,li3
大理/null/null/da4,li3
大吏/null/null/da4,li4
大历/null/null/da4,li4
大荔/null/null/da4,li4
大力/null/null/da4,li4
大连/null/null/da4,lian2
大殓/null/null/da4,lian4
大梁/null/null/da4,liang2
大量/null/null/da4,liang4
大料/null/null/da4,liao4
大陵/null/null/da4,ling2
大龄/null/null/da4,ling2
大溜/null/null/da4,iu4
大陆/null/null/da4,lu4
大路/null/null/da4,lu4
大吕/null/null/da4,lv3
大略/null/null/da4,lüe4
大率/null/null/da4,shuai4
大锣/null/null/da4,luo2
大妈/null/null/da4,ma1
大麻/null/null/da4,ma2
大麦/null/null/da4,mai4
大忙/null/null/da4,mang2
大毛/null/null/da4,mao2
大媒/null/null/da4,mei2
大门/null/null/da4,men2
大米/null/null/da4,mi3
大面/null/null/da4,mian4
大名/null/null/da4,ming2
大明/null/null/da4,ming2
大漠/null/null/da4,mo4
大拿/null/null/da4,na2
大内/null/null/da4,nei4
大难/null/null/da4,nan4
大脑/null/null/da4,nao3
大鲵/null/null/da4,ni2
大逆/null/null/da4,ni4
大年/null/null/da4,nian2
大娘/null/null/da4,niang2
大宁/null/null/da4,ning2
大炮/null/null/da4,pao4
大批/null/null/da4,pi1
大片/null/null/da4,pian4
大气/null/null/da4,qi4
大器/null/null/da4,qi4
大钱/null/null/da4,qian2
大桥/null/null/da4,qiao2
大墙/null/null/da4,qiang2
大青/null/null/da4,qing1
大庆/null/null/da4,qing4
大秋/null/null/da4,qiu1
大曲/null/null/da4,qu1
大区/null/null/da4,qu1
大权/null/null/da4,quan2
大全/null/null/da4,quan2
大群/null/null/da4,qun2
大人/null/null/da4,ren2
大任/null/null/da4,ren4
大肉/null/null/da4,rou4
大儒/null/null/da4,ru2
大赛/null/null/da4,sai4
大嫂/null/null/da4,sao3
大赦/null/null/da4,she4
大身/null/null/da4,shen1
大神/null/null/da4,shen2
大婶/null/null/da4,shen3
大声/null/null/da4,sheng1
大圣/null/null/da4,sheng4
大使/null/null/da4,shi3
大师/null/null/da4,shi1
大市/null/null/da4,shi4
大事/null/null/da4,shi4
大寿/null/null/da4,shou4
大势/null/null/da4,shi4
大书/null/null/da4,shu1
大叔/null/null/da4,shu1
大暑/null/null/da4,shu3
大数/null/null/da4,shu4
大树/null/null/da4,shu4
大帅/null/null/da4,shuai4
大顺/null/null/da4,shun4
大水/null/null/da4,shui3
大肆/null/null/da4,si4
大蒜/null/null/da4,suan4
大谈/null/null/da4,tan2
大堂/null/null/da4,tang2
大体/null/null/da4,ti3
大田/null/null/da4,tian2
大厅/null/null/da4,ting1
大通/null/null/da4,tong1
大同/null/null/da4,tong2
大统/null/null/da4,tong3
大头/null/null/da4,tou2
大腿/null/null/da4,tui3
大腕/null/null/da4,wan4
大王/null/null/dai4,wang2
大卫/null/null/da4,wei4
大尉/null/null/da4,wei4
大我/null/null/da4,wo3
大悟/null/null/da4,wu4
大戏/null/null/da4,xi4
大喜/null/null/da4,xi3
大系/null/null/da4,xi4
大侠/null/null/da4,xia2
大厦/null/null/da4,sha4
大限/null/null/da4,xian4
大项/null/null/da4,xiang4
大象/null/null/da4,xiang4
大小/null/null/da4,xiao3
大校/null/null/da4,xiao4
大笑/null/null/da4,xiao4
大写/null/null/da4,xie3
大兴/null/null/da4,xing1
大刑/null/null/da4,xing2
大型/null/null/da4,xing2
大姓/null/null/da4,xing4
大幸/null/null/da4,xing4
大修/null/null/da4,xiu1
大选/null/null/da4,xuan3
大学/null/null/da4,xue2
大雪/null/null/da4,xue3
大牙/null/null/da4,ya2
大雅/null/null/da4,ya2
大烟/null/null/da4,yan1
大盐/null/null/da4,yan2
大雁/null/null/da4,yan4
大洋/null/null/da4,yang2
大样/null/null/da4,yang4
大爷/null/null/da4,ye2
大要/null/null/da4,yao4
大冶/null/null/da4,ye3
大一/null/null/da4,yi1
大业/null/null/da4,ye4
大衣/null/null/da4,yi1
大姨/null/null/da4,yi2
大义/null/null/da4,yi4
大意/null/null/da4,yi4
大邑/null/null/da4,yi4
大印/null/null/da4,yin4
大油/null/null/da4,you2
大有/null/null/da4,you3
大余/null/null/da4,yu2
大宇/null/null/da4,yu3
大禹/null/null/da4,yu3
大雨/null/null/da4,yu3
大员/null/null/da4,yuan2
大圆/null/null/da4,yuan2
大院/null/null/da4,yuan4
大月/null/null/da4,yue4
大早/null/null/da4,zao3
大约/null/null/da4,yue1
大枣/null/null/da4,zao3
大灶/null/null/da4,zao4
大战/null/null/da4,zhan4
大政/null/null/da4,zheng4
大指/null/null/da4,zhi3
大志/null/null/da4,zhi4
大治/null/null/da4,zhi4
大致/null/null/da4,zhi4
大智/null/null/da4,zhi4
大钟/null/null/da4,zhong1
大众/null/null/da4,zhong4
大洲/null/null/da4,zhou1
大专/null/null/da4,zhuan1
大壮/null/null/da4,zhuang4
大篆/null/null/da4,zhuan4
大子/null/null/tai4,zi3
大字/null/null/da4,zi4
大宗/null/null/da4,zong1
大族/null/null/da4,zu2
大足/null/null/da4,zu2
呆头/null/null/dai1,tou2
大作/null/null/da4,zuo4
代称/null/null/dai4,cheng1
歹毒/null/null/dai3,du2
代号/null/null/dai4,hao4
代价/null/null/dai4,jia4
代数/null/null/dai4,shu4
代为/null/null/dai4,wei2
代行/null/null/dai4,xing2
带钢/null/null/dai4,gang1
带劲/null/null/dai4,jin4
带菌/null/null/dai4,jun1
带累/null/null/dai4,lei4
带脉/null/null/dai4,mai4
带头/null/null/dai4,tou2
待办/null/null/dai4,ban4
待查/null/null/dai4,zha1
待承/null/null/dai4,cheng2
待到/null/null/dai4,dao4
待机/null/null/dai4,ji1
待考/null/null/dai4,kao3
待命/null/null/dai4,ming4
待客/null/null/dai4,ke4
待聘/null/null/dai4,pin4
待人/null/null/dai4,ren2
待续/null/null/dai4,xu4
待业/null/null/dai4,ye4
待用/null/null/dai4,yong4
待遇/null/null/dai4,yu4
待制/null/null/dai4,zhi4
殆尽/null/null/dai4,jin4
黛绿/null/null/dai4,lv4
丹参/null/null/dan1,shen1
丹毒/null/null/dan1,du2
单摆/null/null/dan1,bai3
单帮/null/null/dan1,bang1
单兵/null/null/dan1,bing1
单薄/null/null/dan1,bo2
单程/null/null/dan1,cheng2
单产/null/null/dan1,chan3
单车/null/null/dan1,che1
单传/null/null/dan1,chuan2
单纯/null/null/dan1,chun2
单词/null/null/dan1,ci2
单打/null/null/dan1,da3
单单/null/null/dan1,dan1
单刀/null/null/dan1,dao1
单调/null/null/dan1,diao4
单独/null/null/dan1,du2
单发/null/null/dan1,fa1
单方/null/null/dan1,fang1
单幅/null/null/dan1,fu2
单干/null/null/dan1,gan4
单杠/null/null/dan1,gang4
单轨/null/null/dan1,gui3
单寒/null/null/dan1,han2
单机/null/null/dan1,ji1
单极/null/null/dan1,ji2
单价/null/null/dan1,jia4
单间/null/null/dan1,jian1
单句/null/null/dan1,ju4
单据/null/null/dan1,ju4
单口/null/null/dan1,kou3
单裤/null/null/dan1,ku4
单利/null/null/dan1,li4
单恋/null/null/dan1,lian4
单列/null/null/dan1,lie4
单另/null/null/dan1,ling4
单门/null/null/dan1,men2
单篇/null/null/dan1,pian1
单骑/null/null/dan1,qi2
单弱/null/null/dan1,ruo4
单身/null/null/dan1,shen1
单数/null/null/dan1,shu4
单瘫/null/null/dan1,tan1
单糖/null/null/dan1,tang2
单位/null/null/dan1,wei4
单弦/null/null/dan1,xian2
单线/null/null/dan1,xian4
单向/null/null/dan1,xiang4
单行/null/null/dan1,xing2
单姓/null/null/shan4,xing4
单衣/null/null/dan1,yi1
单一/null/null/dan1,yi1
单用/null/null/dan1,yong4
单于/null/null/chan2,yu2
单元/null/null/dan1,yuan2
单子/null/null/dan1,zi5
单字/null/null/dan1,zi4
单作/null/null/dan1,zuo4
担保/null/null/dan1,bao3
担承/null/null/dan1,cheng2
担待/null/null/dan1,dai4
担当/null/null/dan1,dang1
担负/null/null/dan1,fu4
担搁/null/null/dan1,ge1
担任/null/null/dan1,ren4
担架/null/null/dan1,jia4
担心/null/null/dan1,xin1
担忧/null/null/dan1,you1
担子/null/null/dan4,zi5
耽溺/null/null/dan1,ni4
耽搁/null/null/dan1,ge1
胆量/null/null/dan3,liang4
胆囊/null/null/dan3,nang2
胆识/null/null/dan3,shi2
旦角/null/null/dan4,jue2
弹词/null/null/tan2,ci2
弹射/null/null/tan2,she4
弹腿/null/null/dan4,tui3
弹丸/null/null/dan4,wan2
弹性/null/null/tan2,xing4
弹药/null/null/dan4,yao4
弹子/null/null/dan4,zi3
淡化/null/null/dan4,hua4
澹澹/null/null/dan4,dan4
澹台/null/null/tan2,tai2
当兵/null/null/dang1,bing1
当班/null/null/dang1,ban1
当差/null/null/dang1,chai1
当场/null/null/dang1,chang3
当朝/null/null/dang1,chao2
当成/null/null/dang4,cheng2
当初/null/null/dang1,chu1
当代/null/null/dang1,dai4
当当/null/null/dang1,dang1
当道/null/null/dang1,dao4
当地/null/null/dang1,di4
当儿/null/null/dang1,er2
当官/null/null/dang1,guan1
当归/null/null/dang1,gui1
当即/null/null/dang1,ji2
当家/null/null/dang1,jia1
当街/null/null/dang1,jie1
当今/null/null/dang1,jin1
当紧/null/null/dang1,jin3
当局/null/null/dang1,ju2
当空/null/null/dang1,kong1
当口/null/null/dang1,kou3
当啷/null/null/dang1,lang1
当量/null/null/dang1,liang4
当令/null/null/dang1,ling4
当路/null/null/dang1,lu4
当年/null/null/dang1,nian2
当面/null/null/dang1,mian4
当票/null/null/dang4,piao4
当铺/null/null/dang4,pu4
当期/null/null/dang1,qi1
当前/null/null/dang1,qian2
当然/null/null/dang1,ran2
当权/null/null/dang1,quan2
当日/null/null/dang1,ri4
当时/null/null/dang1,shi2
当事/null/null/dang1,shi4
当世/null/null/dang1,shi4
当堂/null/null/dang1,tang2
当天/null/null/dang4,tian1
当庭/null/null/dang1,ting2
当头/null/null/dang1,tou2
当涂/null/null/dang1,tu2
当晚/null/null/dang4,wan3
当午/null/null/dang1,wu3
当下/null/null/dang1,xia4
当先/null/null/dang1,xian1
当心/null/null/dang1,xin1
当胸/null/null/dang1,xiong1
当选/null/null/dang1,xuan3
当阳/null/null/dang1,yang2
当腰/null/null/dang1,yao1
当夜/null/null/dang4,ye4
当月/null/null/dang4,yue4
当真/null/null/dang4,zhen1
当政/null/null/dang1,zheng4
当值/null/null/dang1,zhi2
当中/null/null/dang1,zhong1
当众/null/null/dang1,zhong4
当子/null/null/dang1,zi3
当作/null/null/dang4,zuo4
当做/null/null/dang4,zuo4
挡板/null/null/dang3,ban3
挡车/null/null/dang3,che1
挡驾/null/null/dang3,jia4
挡路/null/null/dang3,lu4
挡子/null/null/dang3,zi3
党风/null/null/dang3,feng1
党参/null/null/dang3,shen1
党棍/null/null/dang3,gun4
党纪/null/null/dang3,ji4
党禁/null/null/dang3,jin4
党票/null/null/dang3,piao4
党校/null/null/dang3,xiao4
党委/null/null/dang3,wei3
党员/null/null/dang3,yuan2
刀把/null/null/dao1,ba4
刀背/null/null/dao1,bei4
刀叉/null/null/dao1,cha1
刀片/null/null/dao1,pian4
刀鞘/null/null/dao1,qiao4
刀头/null/null/dao1,tou2
刀削/null/null/dao1,xiao1
叨叨/null/null/dao1,dao5
叨咕/null/null/dao2,gu5
叨唠/null/null/dao1,lao5
叨光/null/null/tao1,guang1
叨念/null/null/dao1,nian4
叨扰/null/null/tao1,rao3
导弹/null/null/dao3,dan4
导读/null/null/dao3,du2
导论/null/null/dao3,lun4
导语/null/null/dao3,yu3
导体/null/null/dao3,ti3
倒把/null/null/dao3,ba3
倒班/null/null/dao3,ban1
倒包/null/null/dao3,bao1
倒闭/null/null/dao3,bi4
倒毙/null/null/dao3,bi4
倒彩/null/null/dao4,cai3
倒仓/null/null/dao3,cang1
倒插/null/null/dao4,cha1
倒茬/null/null/dao3,cha2
倒车/null/null/dao4,che1
倒垂/null/null/dao3,chui2
倒刺/null/null/dao4,ci4
倒错/null/null/dao3,cuo4
倒地/null/null/dao3,di4
倒反/null/null/dao3,fan3
倒伏/null/null/dao3,fu2
倒放/null/null/dao4,fang4
倒戈/null/null/dao3,ge1
倒阁/null/null/dao3,ge2
倒挂/null/null/dao4,gua4
倒灌/null/null/dao4,guan4
倒换/null/null/dao3,huan4
倒嚼/null/null/dao3,jiao4
倒睫/null/null/dao4,jie2
倒空/null/null/dao4,kong1
倒立/null/null/dao4,li4
倒流/null/null/dao4,iu2
倒卖/null/null/dao3,mai4
倒霉/null/null/dao3,mei2
倒弄/null/null/dao3,nong4
倒赔/null/null/dao4,pei2
倒嗓/null/null/dao3,sang3
倒是/null/null/dao3,shi4
倒手/null/null/dao3,shou3
倒数/null/null/dao4,shu3
倒算/null/null/dao3,suan4
倒塌/null/null/dao3,ta1
倒锁/null/null/dao4,suo3
倒台/null/null/dao3,tai2
倒坍/null/null/dao3,tan1
倒腾/null/null/dao3,teng2
倒替/null/null/dao3,ti4
倒贴/null/null/dao4,tie1
倒头/null/null/dao3,tou2
倒退/null/null/dao4,tui4
倒下/null/null/dao3,xia4
倒休/null/null/dao3,xiu1
倒序/null/null/dao3,xu4
倒叙/null/null/dao4,xu4
倒悬/null/null/dao4,xuan2
倒牙/null/null/dao3,ya2
倒影/null/null/dao4,ying3
倒爷/null/null/dao3,ye2
倒映/null/null/dao4,ying4
倒运/null/null/dao3,yun4
倒灶/null/null/dao3,zao4
倒账/null/null/dao3,zhang4
倒找/null/null/dao3,zhao3
倒置/null/null/dao4,zhi4
倒转/null/null/dao4,zhuan3
倒装/null/null/dao4,zhuang1
倒座/null/null/dao3,zuo4
到场/null/null/dao4,chang3
到处/null/null/dao4,chu4
到底/null/null/dao4,di3
到家/null/null/dao4,jia1
到了/null/null/dao4,le5
到期/null/null/dao4,qi1
到任/null/null/dao4,ren4
到头/null/null/dao4,tou2
悼亡/null/null/dao4,wang2
道藏/null/null/dao4,zang4
道别/null/null/dao4,bie2
道长/null/null/dao4,chang2
道场/null/null/dao4,chang3
道地/null/null/dao4,di4
道钉/null/null/dao4,ding1
道观/null/null/dao4,guan4
道号/null/null/dao4,hao4
道家/null/null/dao4,jia1
道术/null/null/dao4,shu4
道教/null/null/dao4,jiao4
道行/null/null/dao4,heng2
得逞/null/null/de2,cheng3
得当/null/null/de2,dang4
得道/null/null/de2,dao4
得法/null/null/de2,fa3
得劲/null/null/de2,jin4
得力/null/null/de2,li4
得胜/null/null/de2,sheng4
得手/null/null/de2,shou3
得体/null/null/de2,ti3
得意/null/null/de2,yi4
得益/null/null/de2,yi4
得知/null/null/de2,zhi1
得志/null/null/de2,zhi4
得罪/null/null/de2,zui4
德化/null/null/de2,hua4
德行/null/null/de2,xing2
德语/null/null/de2,yu3
的当/null/null/di2,dang4
的确/null/null/di2,que4
的士/null/null/di2,shi4
灯会/null/null/deng1,hui4
灯节/null/null/deng1,jie2
灯笼/null/null/deng1,long2
灯捻/null/null/deng1,nian3
灯泡/null/null/deng1,pao4
灯台/null/null/deng1,tai2
灯芯/null/null/deng1,xin1
灯头/null/null/deng1,tou2
灯语/null/null/deng1,yu3
登场/null/null/deng1,chang3
登台/null/null/deng1,tai2
登载/null/null/deng1,zai3
等差/null/null/deng3,cha4
等待/null/null/deng3,dai4
等份/null/null/deng3,fen4
等号/null/null/deng3,hao4
等分/null/null/deng3,fen1
等价/null/null/deng3,jia4
等量/null/null/deng3,liang4
等同/null/null/deng3,tong2
低凹/null/null/di1,ao1
低地/null/null/di1,di4
低调/null/null/di1,diao4
低估/null/null/di1,gu1
低空/null/null/di1,kong1
低落/null/null/di1,luo4
低能/null/null/di1,neng2
低频/null/null/di1,pin2
低头/null/null/di1,tou2
低压/null/null/di1,ya1
低哑/null/null/di1,ya3
低语/null/null/di1,yu3
嘀嗒/null/null/di1,da1
滴答/null/null/di1,da2
敌忾/null/null/di2,kai4
敌台/null/null/di2,tai2
敌区/null/null/di2,qu1
涤卡/null/null/di2,ka3
涤纶/null/null/di2,lun2
嫡传/null/null/di2,chuan2
嫡亲/null/null/di2,qin1
嫡孙/null/null/di2,sun1
嫡系/null/null/di2,xi4
底版/null/null/di3,ban3
底本/null/null/di3,ben3
底边/null/null/di3,bian1
底册/null/null/di3,ce4
底层/null/null/di3,ceng2
底定/null/null/di3,ding4
底肥/null/null/di3,fei2
底工/null/null/di3,gong1
底稿/null/null/di3,gao3
底火/null/null/di3,huo3
底襟/null/null/di3,jin1
底角/null/null/di3,jiao3
底孔/null/null/di3,kong3
底里/null/null/di3,li3
底牌/null/null/di3,pai2
底盘/null/null/di3,pan2
底片/null/null/di3,pian4
底漆/null/null/di3,qi1
底气/null/null/di3,qi4
底色/null/null/di3,se4
底墒/null/null/di3,shang1
底数/null/null/di3,shu4
底土/null/null/di3,tu3
底细/null/null/di3,xi4
底下/null/null/di3,xia4
底线/null/null/di3,xian4
底薪/null/null/di3,xin1
底样/null/null/di3,yang4
底账/null/null/di3,zhang4
底蕴/null/null/di3,yun4
底止/null/null/di3,zhi3
底子/null/null/di3,zi5
抵挡/null/null/di3,dang3
底座/null/null/di3,zuo4
抵还/null/null/di3,hai2
砥石/null/null/di3,shi2
骶骨/null/null/di3,gu3
骶椎/null/null/di3,zhui1
地板/null/null/di4,ban3
地磅/null/null/di4,bang4
地保/null/null/di4,bao3
地堡/null/null/di4,pu4
地边/null/null/di4,bian1
地表/null/null/di4,biao3
地波/null/null/di4,bo1
地步/null/null/di4,bu4
地产/null/null/di4,chan3
地秤/null/null/di4,cheng4
地层/null/null/di4,ceng2
地处/null/null/di4,chu3
地磁/null/null/di4,ci2
地点/null/null/di4,dian3
地带/null/null/di4,dai4
地道/null/null/di4,dao4
地电/null/null/di4,dian4
地丁/null/null/di4,ding1
地动/null/null/di4,dong4
地洞/null/null/di4,dong4
地段/null/null/di4,duan4
地方/null/null/di4,fang1
地府/null/null/di4,fu3
地宫/null/null/di4,gong1
地沟/null/null/di4,gou1
地核/null/null/di4,he2
地黄/null/null/di4,huang2
地瓜/null/null/di4,gua1
地机/null/null/di4,ji1
地积/null/null/di4,ji1
地极/null/null/di4,ji2
地基/null/null/di4,ji1
地价/null/null/di4,jia4
地角/null/null/di4,jiao3
地脚/null/null/di4,jiao3
地窖/null/null/di4,jiao4
地精/null/null/di4,jing1
地界/null/null/di4,jie4
地炕/null/null/di4,kang4
地壳/null/null/di4,qiao4
地窟/null/null/di4,ku1
地块/null/null/di4,kuai4
地牢/null/null/di4,lao2
地雷/null/null/di4,lei2
地垒/null/null/di4,lei3
地梨/null/null/di4,li2
地理/null/null/di4,li3
地力/null/null/di4,li4
地利/null/null/di4,li4
地栗/null/null/di4,li4
地邻/null/null/di4,lin2
地龙/null/null/di4,long2
地垄/null/null/di4,long3
地漏/null/null/di4,lou4
地貌/null/null/di4,mao4
地幔/null/null/di4,man4
地脉/null/null/di4,mai4
地面/null/null/di4,mian4
地名/null/null/di4,ming2
地盘/null/null/di4,pan2
地皮/null/null/di4,pi2
地亩/null/null/di4,mu3
地痞/null/null/di4,pi3
地平/null/null/di4,ping2
地坪/null/null/di4,ping2
地气/null/null/di4,qi4
地铺/null/null/di4,pu4
地契/null/null/di4,qi4
地勤/null/null/di4,qin2
地球/null/null/di4,qiu2
地区/null/null/di4,qu1
地权/null/null/di4,quan2
地热/null/null/di4,re4
地上/null/null/di4,shang4
地势/null/null/di4,shi4
地市/null/null/di4,shi4
地税/null/null/di4,shui4
地摊/null/null/di4,tan1
地毯/null/null/di4,tan3
地铁/null/null/di4,tie3
地头/null/null/di4,tou2
地图/null/null/di4,tu2
地委/null/null/di4,wei3
地温/null/null/di4,wen1
地位/null/null/di4,wei4
地物/null/null/di4,wu4
地峡/null/null/di4,xia2
地下/null/null/di4,xia4
地线/null/null/di4,xian4
地心/null/null/di4,xin1
地形/null/null/di4,xing2
地穴/null/null/di4,xue2
地学/null/null/di4,xue2
地衣/null/null/di4,yi1
地榆/null/null/di4,yu2
地狱/null/null/di4,yu4
地域/null/null/di4,yu4
地毡/null/null/di4,zhan1
地政/null/null/di4,zheng4
地震/null/null/di4,zhen4
地支/null/null/di4,zhi1
地志/null/null/di4,zhi4
地址/null/null/di4,zhi3
地质/null/null/di4,zhi4
地轴/null/null/di4,zhou2
地租/null/null/di4,zu1
地主/null/null/di4,zhu3
地砖/null/null/di4,zhuan1
弟弟/null/null/di4,di5
弟妇/null/null/di4,fu4
弟妹/null/null/di4,mei4
弟媳/null/null/di4,xi2
弟兄/null/null/di4,xiong1
弟子/null/null/di4,zi3
帝号/null/null/di4,hao4
帝都/null/null/di4,du1
帝王/null/null/di4,wang2
递降/null/null/di4,jiang4
递解/null/null/di4,jie4
棣棠/null/null/di4,tang2
缔合/null/null/di4,he2
缔结/null/null/di4,jie2
缔约/null/null/di4,yue1
颠簸/null/null/dian1,bo3
颠倒/null/null/dian1,dao3
典当/null/null/dian3,dang4
点发/null/null/dian3,fa1
点化/null/null/dian3,hua4
点号/null/null/dian3,hao4
点将/null/null/dian3,jiang4
点数/null/null/dian3,shu4
点射/null/null/dian3,she4
点头/null/null/dian3,tou2
点种/null/null/dian3,zhong4
点着/null/null/dian3,zhao2
碘酊/null/null/dian3,ding3
电厂/null/null/dian4,chang3
电场/null/null/dian4,chang3
电车/null/null/dian4,che1
电大/null/null/dian4,da4
电传/null/null/dian4,chuan2
电杆/null/null/dian4,gan1
电价/null/null/dian4,jia4
电教/null/null/dian4,jiao4
电解/null/null/dian4,jie3
电量/null/null/dian4,liang4
电能/null/null/dian4,neng2
电扇/null/null/dian4,shan4
电石/null/null/dian4,shi2
电台/null/null/dian4,tai2
电信/null/null/dian4,xin4
电压/null/null/dian4,ya1
电椅/null/null/dian4,yi3
电晕/null/null/dian4,yun1
佃户/null/null/dian4,hu4
电钻/null/null/dian4,zuan4
佃客/null/null/dian4,ke4
佃农/null/null/dian4,nong2
佃租/null/null/dian4,zu1
甸子/null/null/dian4,zi3
店家/null/null/dian4,jia1
店铺/null/null/dian4,pu4
店员/null/null/dian4,yuan2
垫背/null/null/dian4,bei4
垫被/null/null/dian4,bei4
垫片/null/null/dian4,pian4
奠都/null/null/dian4,du1
垫圈/null/null/dian4,juan4
刁横/null/null/diao1,heng4
刁难/null/null/diao1,nan4
刁钻/null/null/diao1,zuan1
凋落/null/null/diao1,luo4
碉堡/null/null/diao1,bao3
雕砌/null/null/diao1,qi4
雕琢/null/null/diao1,zhuo2
吊车/null/null/diao4,che1
吊打/null/null/diao4,da3
吊杆/null/null/diao4,gan1
吊祭/null/null/diao4,ji4
吊卷/null/null/diao4,juan4
吊铺/null/null/diao4,pu4
吊丧/null/null/diao4,sang1
吊扇/null/null/diao4,shan4
调包/null/null/diao4,bao1
调拨/null/null/tiao2,bo1
